fid	X2000	Y2000	v_m	ALD_m	Exx	Eyy	Yxy
1863	5574525,1	5717269,9	12,7	18,1	0,04581	-0,06253	0,05381
1864	5571420,7	5716604,2	-44,2	39,3	-0,01562	-0,03548	0,05916
1865	5573632	5720306,4	-6,3	31,7	-0,01337	-0,02203	-0,00691
1866	5566802,7	5717634,6	20,4	13,9	0,03969	0,0064	0,06984
1867	5573657,8	5715400,8	-14,5	-2	-0,02097	-0,00336	-0,02744
1868	5572636	5714741,8	1,8	4,6	0,00135	0,05873	-0,03107
1869	5569945,3	5716458,6	-35,1	-23,9	0,02514	-0,10408	0,00221
1870	5572381,1	5719013,9	-40,2	-15,8	0,02111	0,12283	0,20855
1871	5569586,3	5716151,3	-40,7	-35,5	0,10724	0,05262	0,16832
1872	5572409,8	5719268,6	9,6	7,2	-0,0423	0,06305	0,0543
1873	5570967,9	5714917,2	2,8	4,8	0,01692	0,02386	0,00662
1874	5569377,6	5717812,7	5,7	-31,1	0,01038	-0,02173	-0,04322
1875	5568564,6	5717796,3	-110,3	-111,2	0,19771	-0,04845	0,08881
1876	5572295,2	5719193,9	-10,6	16,3	-0,01811	0,15235	0,15604
1877	5570488,4	5718988,9	0,8	5,5	0,0638	0,02122	0,00101
1878	5573696,2	5715221	9,9	16,8	0,00733	0,06448	-0,02671
1879	5570175,4	5719675,1	-35,9	-58,4	0,10013	-0,01061	0,00498
1880	5573349,3	5716127,1	4,4	7,8	0,01622	-0,02862	-0,06059
1881	5568987,6	5715961,2	-81,2	33,6	-0,22251	-0,09209	-0,15154
1882	5570280,8	5718357,4	-3,5	-0,9	0,01993	0,07226	-0,02268
1883	5567269,3	5717084,5	-0,1	10,5	0,05208	0,03965	0,03029
1884	5574206	5716935	15,7	9,3	0,00744	0,11515	-0,04266
1885	5573591,2	5718926,3	15,9	16,8	0,02474	-0,02911	0,00365
1886	5567955,5	5719444,3	17,2	14,1	-0,01331	0,00685	0,03325
1888	5574038,5	5718644	-6,1	6,1	-0,01237	0,02845	0,01198
1889	5567080,5	5718507,6	-4,7	11,7	0,02081	-0,06386	-0,0261
1890	5573340,5	5719601,2	-3,2	11,5	0,03435	-0,03466	-0,0385
1891	5571007,9	5716496,3	-9,2	22,6	0,07225	0,05282	0,05718
1892	5567375,8	5717589,6	-9,5	21,5	0,00907	-0,1157	-0,00545
1893	5571347,2	5714947,6	-22,1	-18,8	0,01756	0,02782	0,01645
1896	5566742,5	5715542,1	6,6	-4,6	0,00204	0,06485	0,00594
1897	5568424,1	5718270	-128,1	-110,3	0,10845	-0,14857	0,20656
1898	5568710,3	5718707	-46,2	1,4	0,04691	0,01929	0,11039
1899	5572616,3	5715564,5	-19,8	-19,2	0,06171	-0,046	0,01929
1900	5569138,1	5718913,6	-46,9	19,1	0,00254	0,09044	0,09967
1901	5572428,1	5720381,3	-14,5	-5,7	-0,03613	-0,03434	-0,09139
1902	5574305,8	5720158,5	-0,3	0,2	-0,00031	-0,01316	0,00422
1903	5568691,1	5716302,9	8,2	6,1	0,01128	0,08798	-0,02057
1904	5567440,5	5715763,8	6,4	8,3	0,01457	0,00957	-0,04562
1905	5569400	5720390,1	-1,1	-9,1	-0,01833	0,10133	0,04149
1906	5573533,9	5714951,4	3,2	28,5	-0,00975	0,0122	-0,01658
1907	5569480,2	5715419,7	-100,6	-90,6	-0,03869	-0,09556	-0,20568
1908	5572220,5	5720408,1	-10,9	8,4	-0,03453	0,02517	0,00927
1909	5571921,5	5719363,3	-31	-5,1	-0,05289	0,07884	-0,06188
1910	5566160	5719846,9	0	9,1	-0,01303	-0,01578	0,03358
1911	5567997,5	5718572,8	-59	34,5	-0,20732	0,21197	-0,11812
1913	5566674,8	5717708,5	-3,8	1,6	0,01549	0,03767	-0,01834
1914	5572735,1	5716129,5	-6,4	19,3	0,07719	0,0291	0,02421
1915	5574694,8	5715438,7	-23,9	46,1	0,02753	0,01669	-0,09868
1916	5573241,3	5715972,7	14,4	-3,2	0,01532	0,0215	-0,01944
1917	5572458,3	5718838	-51,4	-44,9	0,07545	0,13864	0,2098
1918	5566906,1	5714800,9	10	14,4	0,00884	-0,02611	0,03795
1920	5571707,3	5720408,9	3,4	22,2	-0,00682	-0,01877	0,01995
1921	5573708,8	5719309	-9,6	-14,5	-0,02734	-0,06112	0,04161
1922	5571736,8	5717925,3	-64,6	36	0,01369	0,12736	0,1127
1923	5568381	5718279,4	-120,2	-85,5	0,07119	-0,15719	0,22608
1924	5567030,3	5719686	9,7	-0,5	0,00636	0,03837	-0,03324
1925	5574283,3	5717394,1	-2,8	11,9	0,01249	-0,03487	-0,00588
1926	5568999,3	5718465,4	-8,9	-5,3	0,00698	0,07776	0,06614
1928	5570728,5	5718791,3	17,6	20,2	0,03964	-0,0213	0,01739
1929	5571411,4	5716649,5	-40,2	53,5	-0,01385	-0,07086	0,05955
1930	5566480,9	5719080,5	0,6	3,7	0,01784	0,05059	0,01766
1932	5570425,7	5715426	2,4	-15,4	0,05894	0,01204	0,01945
1933	5573852,9	5719958,4	0,3	8,6	0,00054	0,03574	0,04903
1934	5571401,2	5715483,6	-12,9	16,9	0,0621	-0,08092	0,02868
1935	5572564,4	5718629,6	-77,4	-75,5	0,17601	-0,08528	0,18245
1937	5571338,2	5715107,7	-5	-19,6	0,01121	0,02876	-0,00412
1938	5572472,9	5715278,1	-25,8	6,9	0,00946	-0,0881	-0,14552
1939	5568262,9	5719505,1	5,7	13,4	-0,00398	0,02757	-0,00495
1940	5571189,9	5718007,8	9,9	53,2	0,09473	-0,1203	0,04174
1941	5569442	5719462,8	-167,6	-6,5	-0,23941	-0,30006	-0,08402
1942	5571378,3	5719177,9	9,1	76,6	0,00859	-0,04229	-0,04302
1943	5571382,3	5714967,4	9,7	8,8	0,01685	0,02726	0,02064
1944	5573430,7	5714950,6	-0,7	20,8	0,01306	0,02226	-0,02752
1945	5568734,2	5717535,7	-45,5	-95,6	0,10935	-0,00282	-0,01117
1946	5571913,7	5718684	-137,5	75,2	-0,22179	-0,08574	-0,02173
1947	5571744,4	5716820,4	-129,8	-13,1	-0,23569	-0,19707	-0,07937
1948	5568397,9	5720506,3	19,4	26,1	-0,0054	0,04521	-0,03679
1949	5566714,9	5715257	0,6	1	0,00601	-0,03227	-0,05925
1950	5567436,6	5716723	-0,7	-5,2	-0,00928	0,00721	-0,09839
1951	5572268,8	5717369,9	-19,7	-19,7	0,01663	0,06778	0,01782
1952	5571709,7	5720297,5	-9	8,4	-0,00276	-0,00896	0,02077
1953	5570411,8	5718730,8	-26,7	-35,5	0,03943	-0,11694	-0,07627
1954	5574108,3	5719269,4	5,7	10,3	-0,00284	-0,0521	-0,01055
1955	5570635,2	5719270	-0,2	-3,1	0,02972	-0,00073	-0,06718
1956	5573730,7	5719002,8	-13	-12	-0,00874	-0,00194	-0,03987
1957	5568265,1	5716604,4	-18,2	-5	-0,0137	0,04637	-0,01215
1958	5572886,8	5717548,7	21,7	19	0,0165	0,07745	0,02507
1959	5573213,5	5717267,8	13,7	-1,7	0,05848	0,03589	-0,05822
1960	5571374,8	5716061,9	9	25,5	0,01623	0,03779	0,06387
1961	5566800,7	5717847,5	-0,9	-15,4	0,05716	0,0381	0,11255
1962	5571777,8	5719764	7,3	15,7	-0,00366	0,10157	-0,01777
1963	5569486,4	5715747,7	-122,3	-102,4	0,03248	-0,21524	-0,04567
1964	5572840,8	5716970,8	12	18,8	0,03533	0,00233	0,00858
1965	5571769	5719918,2	-17,7	-0,1	0,00147	-0,06794	-0,03414
1966	5572904,8	5717440,1	19,4	-9,3	0,01274	0,04167	0,03568
1967	5571608	5719486,2	-11,1	19,3	-0,02596	-0,01806	0,0116
1968	5571238,2	5717694,2	7,2	32,2	0,00619	0,07878	0,05365
1969	5566635	5715869,9	11,7	-2,8	-0,00459	-0,02656	0,01899
1970	5566540,9	5717062,4	7,3	-6,3	0,00488	-0,02917	0,00244
1972	5574143	5718540,9	-6,1	-1,5	-0,00589	-0,05077	-0,00446
1973	5568367	5714877,9	-0,6	2,9	0,00242	0,05193	-0,02637
1974	5569814,6	5716894,4	2,9	0,9	-0,01528	0,06058	-0,02867
1975	5569704,6	5715822,7	-52,5	-84,6	0,19572	-0,07294	0,08781
1976	5566538,1	5718086,1	-2,7	-2,7	0,03653	0,0432	0,07775
1977	5571406,3	5717350,8	23,7	63,6	-0,04399	0,04581	0,0579
1978	5568343,9	5720312,9	-1	7	-0,00524	0,05624	-0,0292
1979	5567939,2	5716658	-0,5	8,7	-0,05599	0,01256	-0,01903
1980	5567738,7	5718889,8	29,1	40,6	-0,05791	0,08629	0,00564
1981	5567746	5716586	-17	0,4	0,02906	-0,0008	0,12003
1982	5573820,7	5720132,1	-13,2	16,5	0,00194	0,0059	0,06083
1983	5566422,9	5715422,5	13,6	4,1	-0,00385	0,01872	0,01329
1984	5572514,7	5718960,8	-33,2	-49,5	0,08924	0,12835	0,18519
1985	5566446,2	5719589,6	8,1	11,2	0,04745	-0,02627	-0,03787
1986	5573551,4	5716196,8	22,9	38,7	-0,00191	0,0302	-0,0722
1987	5567692,9	5719919,2	0,3	0,8	0,03714	0,08184	0,01658
1988	5570105	5720288,8	2,9	2,6	0,0237	0,01001	0,0028
1989	5571959,7	5715705,6	-25,9	5,7	-0,08776	0,04197	-0,02557
1990	5574689,8	5719274,1	2,9	9,8	-0,00605	-0,0634	-0,01016
1991	5574234,1	5718407,9	6,2	19,1	0,01089	-0,10017	0,00105
1992	5571695,4	5718594,8	-91,2	87,2	0,00055	-0,14877	0,03976
1993	5569804,3	5716825,7	-2,2	-13,8	0,00158	0,09198	-0,0317
1994	5569442,6	5715404,6	-134	-104,8	-0,09431	-0,10539	-0,21152
1995	5570160,7	5719745,2	-35,1	-28,6	0,10242	0,11223	0,05888
1996	5567031,5	5719863,5	36,9	20,5	0,04345	0,0531	0,06016
1997	5568380	5719471,3	2,4	13,3	0,02199	0,02952	-0,03573
1998	5574398,4	5715686,9	30,7	56,2	0,03327	-0,04168	-0,00723
1999	5572649,7	5716608,1	7,8	-21,6	0,06114	-0,07119	-0,0393
2000	5569732,3	5714992,8	-17,9	-39,7	0,02941	0,02823	-0,10927
2001	5566273,7	5717179,9	12,3	-17,9	0,03378	-0,01575	-0,01325
2002	5571873,9	5717535,7	-26,6	17,8	-0,05053	0,17743	0,13241
2003	5570854,7	5715690,3	5,8	6,6	0,04932	-0,02186	0,0028
2004	5569488,5	5719900	-91,2	-20,9	-0,17211	0,08444	-0,02873
2005	5574354,5	5718690,4	-15,4	-1,4	-0,03485	0,05361	-0,01028
2006	5570480,8	5716746,8	18	19,1	0,02957	0,02989	-0,01597
2007	5567801,8	5716318,1	0,6	-5	0,00969	0,03943	0,01049
2008	5567278,2	5720388,8	13,6	13	-0,01652	-0,00719	-0,08592
2009	5569161,5	5719665,4	-80,2	46,8	-0,11081	-0,11239	-0,0067
2010	5569434,2	5718663,2	-42,6	-24,3	-0,00772	0,05819	-0,00556
2011	5573085,3	5715569,5	5,1	-0,2	0,00783	0,01922	0,00397
2012	5573555,5	5717056,2	17,7	5,4	-0,0317	-0,00953	0,04921
2013	5568866,4	5719880,6	-21,6	21,8	0,03145	0,02189	0,01953
2014	5572974,5	5719266,7	6,6	17,1	0,0307	0,08163	0,06668
2015	5570413,9	5715964,9	35,4	-15,5	0,03459	0,04957	0,01943
2016	5569315,7	5715221,4	-71,7	-12,2	-0,14442	0,07613	-0,12881
2017	5570630,9	5717632,6	17	6,1	0,02013	0,04035	0,00757
2018	5573714,2	5719642,4	9,1	-1	-0,03164	0,05455	-0,01327
2019	5574164	5720405,2	6,4	-4,8	0,02018	0,10201	0,04764
2020	5567439,9	5717562,6	-43,4	31	0,03133	-0,18762	-0,01754
2021	5569045,5	5716377,3	-21,7	-21,8	-0,06227	0,02742	-0,13001
2022	5568037,7	5715816,4	17,5	19,2	-0,01611	0,1027	0,01004
2023	5568490,5	5720010,3	2,7	19,8	0,02759	0,02266	-0,04367
2024	5567510,5	5715252,7	-0,6	4,7	-0,01305	-0,07022	0,02243
2025	5572093,2	5716014,2	-35,7	4,4	-0,02974	0,09295	-0,03568
2026	5570022,1	5716059,4	-0,6	-27,7	0,05379	0,15471	-0,00636
2027	5570147,9	5720300,6	17,4	5,7	0,02099	0,01547	0,01046
2028	5570112	5716709,2	8,4	-23,4	0,03654	-0,00219	0,06421
2029	5568299,1	5720446,8	-18	-22,1	0,00095	0,04337	-0,02036
2030	5569140,7	5717049,7	20,2	11,6	0,05635	-0,08595	0,0457
2031	5572076,6	5718059	-97,9	5,9	-0,21423	0,25231	0,08737
2032	5570975,2	5717135,5	-5,4	8,4	-0,01499	-0,00284	-0,02254
2033	5568568,6	5716579,7	7,2	-10,3	0,01322	0,01193	0,0386
2034	5566602	5715207,3	27,7	13,4	-0,02202	-0,05522	-0,04496
2035	5569588,5	5720164,7	0,8	13,4	-0,03503	0,16885	-0,02859
2036	5574350	5716040	4,6	12	0,00015	0,05696	-0,01527
2037	5568029,1	5717002,2	-30,9	-6,5	-0,04955	0,078	0,00573
2038	5568420	5718904,1	-27,5	-18,2	-0,01344	0,02213	0,0305
2039	5574210	5716193,7	12,4	21,5	0,00186	0,10504	0,04954
2040	5567428,5	5719792,7	27,8	23,5	0,00924	0,07389	-0,03454
2041	5571354,7	5717687,8	3,4	41	-0,03628	0,06187	0,04611
2042	5573782,4	5716909,5	0,3	7,7	0,01824	-0,05005	-0,00161
2043	5570273,9	5720168,7	3,3	-22,1	0,01503	-0,00819	0,02321
2044	5569363,8	5717614,7	-0,9	-43,8	0,0201	0,01235	-0,02143
2045	5571960	5717768,3	-11,3	28,4	-0,09245	0,1103	0,04781
2046	5572405,8	5718491,5	-146,2	-83	-0,05074	-0,41276	-0,0546
2047	5573200,3	5719189,9	9,1	5,6	0,00017	0,04132	0,03996
2048	5568966,2	5716191,2	-16,7	26,2	-0,0848	0,12609	-0,06934
2049	5573956,2	5718517,8	-14,1	12	-0,0301	-0,05355	-0,00543
2050	5573025,9	5716607,3	-8,1	-19,5	0,02191	0,02282	-0,02899
2051	5571053,7	5715734,2	-4,9	-9,8	0,02119	-0,01444	-0,03942
2052	5566240,8	5715971,7	9,9	8,3	0,01533	-0,01634	-5,01E-03
2053	5566986,6	5715467,1	12,7	0,1	-0,02226	0,07751	-0,00873
2054	5569998,8	5716374,9	-29,7	-20,6	0,04346	-0,13737	-0,03603
2055	5568507,9	5714721	-4,5	-18,6	-0,01623	0,026	0,06018
2056	5574451,9	5717185,6	-11,6	-6,5	0,03365	-0,07809	0,01321
2057	5568892,3	5716228,2	-16,7	-1,4	-0,06128	0,09738	-0,00808
2058	5573650,3	5718544,5	0,3	10	0,00077	0,08617	0,00384
2059	5573801,8	5720141,4	9,2	5,2	-0,00497	0,01107	0,06308
2060	5574069,1	5715127,3	-18	40,1	0,06207	0,11391	0,00592
2061	5568186,9	5715660,7	-26,7	2,6	0,02895	-0,02603	-3,33E-02
2062	5566461,4	5716917,1	8,5	-2,6	-0,01216	0,02373	-0,01303
2063	5569945,6	5716120,1	-9,4	-21,8	0,06499	0,12447	-0,00314
2064	5566451,8	5719106,9	-2,9	-4,1	0,01406	0,04517	0,02269
2065	5568525,4	5715742,1	-3,6	15,2	0,02433	0,01123	0,07135
2066	5568646,8	5715547,6	-6,9	36,9	0,01397	-0,01704	0,12266
2067	5573674	5718329,2	23,4	23,7	-0,02345	-0,00445	0,06349
2068	5566816,3	5715780,4	-4,1	-12,7	0,02542	-0,05871	0,02497
2069	5571827,1	5714714,5	-8,5	-10,2	-0,0158	-0,04121	0,00014
2070	5568216,1	5717718,6	-308,2	-69,7	-0,20894	-0,45061	-0,35019
2071	5569539	5719161,7	-126,6	-48	-0,13088	-0,06012	-0,15072
2072	5570463,8	5715251,7	10,5	-3,1	0,05006	0,03919	0,03885
2073	5568203,6	5720294,7	15,3	11,9	0,00454	0,0261	-0,02001
2074	5567805,5	5719963,7	-6,7	-29,4	0,00339	0,05395	0,00901
2075	5574198,4	5716007,8	3,7	-3	0,02854	0,0098	0,07853
2076	5571549,3	5715127,2	8,2	20,6	0,01556	0,02592	0,0617
2077	5572862,5	5718614	-8,6	-8,3	0,12577	-0,04892	0,0919
2078	5566956,7	5718536,3	11,1	21,7	-0,02059	-0,02174	-0,03223
2079	5570604,5	5716010	6,2	-19	0,00427	-0,04466	-0,05346
2080	5567516,5	5716897,7	-9	8,4	0,04989	0,04199	0,16475
2081	5567064,3	5717880,4	7,8	17,7	0,01743	-0,04816	-0,0753
2082	5571257,9	5715778,7	3,3	15,3	0,01741	0,08439	-0,01047
2083	5572036,4	5718030	-75,9	19,9	-0,17296	0,26228	0,11853
2084	5568920,8	5715003,4	-33,1	11,8	-0,05352	-0,02678	-0,00904
2085	5566329,2	5717145,4	14,2	-5,8	0,03468	-0,02087	0,00437
2086	5572155,6	5717543,3	-28,9	-3,8	-0,03403	0,17333	-0,00049
2087	5574492,9	5720291,6	-0,7	-12,4	-0,0054	0,09453	0,08123
2088	5572735	5718060,1	-6,1	-15,8	0,07891	0,04651	-0,08375
2089	5570475,4	5715726,4	10,5	-5,4	0,05311	-0,02891	0,05048
2090	5570431,6	5716231,7	3,2	0,9	0,01899	0,01536	-0,0046
2091	5569163,2	5717452,6	39,2	32,2	0,01499	0,07031	-0,00513
2092	5572712,9	5715445,6	-15,3	-23,5	0,07176	-0,00251	0,02196
2093	5570909,9	5719415,2	30,9	37,2	0,02499	0,12356	0,03288
2094	5569133,6	5717795,3	25,4	3,4	0,04219	0,01579	0,02505
2095	5567953,2	5716296,8	2,3	19,3	-0,02895	0,08256	-0,01393
2096	5570140,8	5716624,7	-2,4	-22,3	0,05109	0,02648	0,05474
2097	5570822,3	5719456,4	7	41,3	0,06032	0,08672	0,01436
2098	5568395,5	5715589	20	22,9	0,05399	0,00739	0,00017
2099	5572264,9	5719350,1	-3,5	9,6	-0,0531	0,12618	0,12089
2100	5571885,9	5716083,8	-21,8	6	-0,09082	0,0812	-0,07502
2101	5566138,7	5718659,2	15,3	16,3	-0,00275	-0,01735	0,02477
2102	5566535,9	5718938,6	28,3	5,2	0,02566	0,08558	0,04621
2103	5570708,5	5717743,6	-12,8	29,7	0,02736	0,0022	-0,04176
2104	5571546,8	5715493,5	-4,5	18,7	0,02017	-0,07386	0,00161
2105	5566183,7	5718684	20,2	18,9	-0,0042	-0,02974	0,00397
2106	5574095,7	5715674,8	2	-5,7	-0,01679	-0,03862	-0,04418
2107	5573268,4	5715692,1	-14,2	6	0,01157	0,03744	0,0097
2108	5566354,2	5718593,1	-4,4	2,8	0,00232	-0,05219	-0,01625
2109	5573014	5715806,4	26,1	-2,2	0,03248	0,04251	0,02808
2110	5570963,6	5719921,1	31,1	32,1	0,00871	0,09166	0,03761
2112	5571141,3	5715762,2	25,8	15,9	-0,01645	0,02926	-0,02081
2113	5572139,1	5719292,5	-40,5	-18,8	-0,05901	0,17119	0,10109
2114	5570850,6	5720251,8	-2,6	16,7	0,00643	-0,12336	-0,01622
2115	5573005,8	5716243,9	-28,5	-21,2	0,01543	-0,04392	-0,0103
2116	5567048,5	5718513,5	5,8	16,3	0,00665	-0,06688	-0,02528
2117	5567417,4	5714731	7,5	12,5	-0,04168	-0,04255	-0,07294
2118	5571844,9	5720255,2	-1,3	0,5	-0,01171	0,01828	-0,01513
2119	5566337,5	5716793,4	36,8	26,1	-0,00689	0,04421	-0,01724
2120	5570846,4	5715679,1	-0,6	-8,2	0,04956	-0,01777	0,00542
2121	5566297	5718692,7	9,5	11,1	-0,01363	-0,06693	-0,03421
2122	5567432,9	5719006,9	5,1	22,7	0,02524	-0,00202	-0,02025
2123	5567462,3	5718554,9	-3,1	35,2	0,04369	0,0229	-0,0411
2124	5568974,8	5715154,4	-67,9	-18	-0,07929	0,1351	0,11131
2125	5573038,5	5716282,4	-7,1	-14,8	0,03032	-0,04555	-0,00839
2126	5566992,9	5719691,7	4,9	-0,8	-0,00513	0,02598	-0,04932
2127	5567406,5	5719437,2	9,2	3,9	0,00077	0,00425	0,01698
2128	5574531,5	5716014,6	-3,9	14,1	0,00035	0,03975	-0,01575
2129	5568898,5	5715177,5	-34,1	37,2	-0,06807	0,08984	0,09208
2130	5573604,6	5714906	9,9	-3,9	-0,01988	0,00331	-0,0355
2131	5574339,7	5716185,8	-0,9	16,3	-0,03134	0,06658	-0,01508
2132	5572320	5718850,7	-96,1	-37,2	-0,0217	0,09163	0,11436
2133	5568407,6	5717137,1	-42,4	-40,5	0,04067	0,1615	-0,08295
2134	5570677,1	5717834,9	-13,7	9,9	0,02662	-0,03035	-0,02925
2135	5570432,9	5717031,4	-4,8	13,1	0,04591	-0,02156	0,00879
2136	5567694,4	5718012,3	-77,7	65,8	-0,01441	-0,22868	0,0781
2137	5567756,5	5717820,7	-103,1	81,1	-0,12485	-0,24123	0,32538
2138	5571368,5	5715993,5	-25	4,4	0,026	0,07106	0,04569
2139	5568414,3	5715951,9	-3,4	2,2	0,02895	0,03098	0,00132
2140	5567896,2	5716713	-8,2	15	-0,05242	0,04044	-0,01336
2141	5571423,9	5717561	0	36,2	-0,04834	0,02981	0,00085
2142	5566580,6	5715027,9	4,4	0,6	0,00236	0,00311	0,00081
2143	5567587,7	5719951,1	14,4	21,7	0,03337	0,03338	-0,00432
2144	5571411,8	5717696,2	-10,2	23,6	-0,06387	0,05716	0,01973
2145	5567091,3	5715320,9	-12,2	-1	-0,01402	-0,00481	-0,01676
2146	5573177,1	5717868,5	-0,7	10,3	-0,00059	-0,00054	-0,09088
2147	5574020,1	5714701,3	-24,4	33,8	0,00985	-0,0074	-0,10661
2148	5573420,7	5717374,1	29,4	19,9	0,02115	0,03976	0,01384
2149	5568708,3	5719780,9	-11,2	36,1	0,03761	-0,04495	0,01456
2150	5572220,2	5717489,5	7,4	-0,2	-0,00297	0,13929	0,00188
2151	5567802,7	5720150,7	0,9	12,1	0,01816	-0,07008	0,01589
2152	5567167	5720056,7	2	-5,8	0,00251	-0,05608	-0,02348
2153	5568357,1	5715924,4	2	30,3	0,04616	0,03936	-0,02884
2155	5573538,3	5718986,4	13,5	5,9	0,02664	-0,00253	0,02253
2156	5571800,9	5720159,3	-3,7	-9,6	-0,01673	0,03009	0,0025
2157	5570821,2	5716016,2	-1	8,1	0,03343	-0,03403	0,03097
2158	5567899,1	5720354,4	-5,7	8,6	-0,03033	-0,04813	0,02468
2159	5570129,9	5719969,5	-4,5	10,9	0,07068	0,10302	0,11015
2160	5571618,5	5719710,2	32,8	26,2	-0,02434	0,12675	0,0053
2161	5571960,5	5717528,7	-9,9	8,5	-0,06661	0,20876	0,08724
2162	5566812,3	5718338,7	8	3,9	0,00426	-0,10177	-0,01741
2163	5571366	5717457,9	-4	23,5	-0,03453	0,01054	0,03837
2164	5574522,2	5717438,6	-22,6	-11,9	0,04202	-0,01297	0,0565
2165	5571313,6	5717367,4	5,6	37,6	-0,00673	0,03076	0,07849
2166	5573444,6	5719715,1	12,7	26,4	0,04216	0,04417	0,03871
2167	5571470,2	5716682,8	-52,2	57,8	-0,05801	-0,09518	0,10079
2168	5572934,5	5717227	9,6	34,4	0,01919	-0,02045	0,04746
2169	5571103,9	5718315	25,9	68,3	0,09554	0,08895	0,02299
2170	5566565,7	5715279,8	-9,9	-30,8	-0,00658	-0,02821	-0,05345
2171	5572642,8	5720133,1	-6,4	-5,4	0,05802	-0,00341	-0,05724
2172	5568551,2	5719750,5	16,4	28,2	0,01833	-0,05669	-0,02528
2173	5573707,7	5716400,7	37,5	22,8	0,05737	0,10553	0,04917
2174	5573097,8	5718859,3	5,1	3,3	0,00038	0,01281	0,00819
2175	5571584,3	5715900,4	-19,2	-21,2	-0,00773	0,12224	0,04638
2176	5572161,7	5716141,6	-35	-23,8	-0,0125	0,05278	-0,01616
2177	5574237,7	5717523,5	-9,9	-20,2	0,02439	0,03407	-0,0319
2178	5570502,8	5717806,6	6,7	21	-0,001	-0,02904	0,00279
2179	5572676,6	5717320,5	24	26,4	0,03975	0,04072	-0,01663
2180	5574517,9	5718306,7	-10,1	-0,3	-0,00886	-0,1001	-0,06139
2182	5571393,6	5719663,5	11,9	18,3	0,01699	0,14703	0,00022
2183	5573767,7	5715219,1	5,2	7,9	0,01132	0,05369	-0,01869
2184	5573200,2	5716297,5	4,5	-30,7	0,01734	-0,05709	-0,01397
2185	5570444,5	5719892,6	23,3	24	0,08238	0,15052	0,07327
2186	5572763	5715570,6	-9,1	-21,8	0,09027	-0,04471	-0,00993
2187	5570716,8	5716968,7	1,7	26	0,03976	-0,04985	-0,02155
2188	5571291,9	5719390,9	10,9	28,8	-0,02063	-0,07638	-0,0697
2189	5574548	5718009	18,9	11,9	-0,00475	0,0617	0,02547
2190	5571648,4	5718651,8	-85,7	102,5	0,01447	-0,11924	0,02453
2191	5573851,7	5720466,6	25,1	6,6	-0,00842	0,06417	0,0162
2192	5572227,7	5720228,4	-13,9	-12,4	0,00428	0,0289	0,08016
2193	5574619	5718765,6	-11,2	-4,7	0,01039	0,05422	0,03909
2194	5567533,9	5716531	-12,7	2	-0,01403	-0,08434	-0,06199
2195	5566574,8	5718745,8	4,4	-2,5	0,04353	-0,01775	0,03188
2196	5566607,7	5715850,8	-11,2	-17,1	0,00077	-0,042	0,00948
2197	5573879,1	5717029,5	-0,2	13,9	0,01814	-0,06299	0,0315
2198	5568435,4	5719300,3	-8,6	17,4	-0,01565	0,04622	-0,06749
2199	5569912,7	5717042,7	20	11,4	-0,01614	0,04141	0,01863
2200	5567004,7	5718831,5	14,2	9,2	0,01045	0,0435	0,02727
2201	5570233,6	5719139,4	-14,2	-28,5	0,06079	0,08974	-0,06344
2202	5572349,5	5719669,7	3,6	19,4	-0,04039	0,00402	-0,00881
2203	5573255,4	5717286	30,3	12,9	0,0716	0,03878	-0,05047
2204	5571632,6	5716670,9	-94,2	19,3	-0,13529	-0,12758	0,10994
2205	5571349,2	5719071,4	-4,3	60,4	0,01545	0,06669	0,00522
2206	5568525,8	5719612,4	-1,6	25,4	0,0386	-0,02799	-0,04716
2207	5570156,4	5717627,1	-4,6	-7,9	0,00225	-0,00414	-0,03374
2208	5567186,9	5717169,4	-0,2	8,3	0,01549	0,069	0,02666
2209	5569112	5718324,1	-1,1	-3	0,00023	-0,05441	0,04653
2210	5567020,8	5716647,7	-0,3	3,5	0,00498	0,01816	-0,0032
2212	5574086,3	5718243,5	14,2	22,7	0,00228	-0,02199	-0,00626
2213	5572850,8	5718451,4	-15,1	-23	0,15639	-0,0894	0,0968
2214	5571531,9	5720519,9	-8,9	7,2	-0,00542	0,00615	0,02051
2215	5568295,2	5719497,1	1,3	12,5	0,00922	0,03229	-0,01483
2216	5571743,1	5715613,8	-15,8	-5,1	-0,00625	0,01962	0,01289
2217	5566874,1	5715952,6	3,2	5	0,01252	-0,05233	0,00606
2218	5574091,5	5716231,7	22	24	0,01981	0,15398	0,07745
2219	5572440,9	5719200	7	0,9	0,00683	0,04751	0,09691
2220	5568690,6	5716176,4	0,4	22,6	-0,00756	0,06545	-0,03548
2221	5574406,4	5714944	-56,6	-0,2	-0,00105	0,09569	0,07762
2222	5572720,1	5719957,9	4,2	0,2	0,08972	0,00773	-0,05241
2223	5567378,2	5714720,5	-4,8	2,7	-0,04265	-0,0468	-0,08077
2224	5569490,2	5718556,6	-33,3	-22,3	0,00724	0,05538	-0,01655
2225	5570950,2	5717817,7	-12,1	29,4	0,09241	0,06381	-0,00266
2226	5572352,1	5719538,3	8,8	18,7	-0,03458	0,01724	-0,01588
2227	5571061,7	5717592,2	-9,9	19,9	0,07833	0,0613	0,02366
2228	5569624,3	5716254,1	-25,1	-26	0,06765	-0,02441	0,13855
2229	5571439,2	5719484,2	15,8	48,4	0,00239	0,01829	0,01547
